id,date,state,district,market,commodity,variety,min_price_quintal,max_price_quintal,modal_price_quintal,arrivals,original_unit,original_price,source,source_url,data_status,quality_flag,generation_method,observation_frequency,min_price_kg,max_price_kg,modal_price_kg
3709,2025-12-19,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1613,1898,1783,47,Quintal,1783,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,16.13,18.98,17.83
3710,2025-12-20,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1590,2011,1776,201,Quintal,1776,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,15.9,20.11,17.76
3711,2025-12-21,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1666,2009,1762,308,Quintal,1762,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,16.66,20.09,17.62
3712,2025-12-22,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1574,2035,1771,129,Quintal,1771,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,15.74,20.35,17.71
3713,2025-12-23,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1740,2022,1914,123,Quintal,1914,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,17.4,20.22,19.14
3714,2025-12-24,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1622,2135,1877,29,Quintal,1877,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,16.22,21.35,18.77
3715,2025-12-25,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1697,1974,1821,154,Quintal,1821,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,16.97,19.74,18.21
3716,2025-12-26,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1623,1866,1753,124,Quintal,1753,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,16.23,18.66,17.53
3717,2025-12-27,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1648,1922,1761,141,Quintal,1761,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,16.48,19.22,17.61
3718,2025-12-28,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1638,2010,1794,485,Quintal,1794,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,16.38,20.1,17.94
3719,2025-12-29,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1627,1963,1800,29,Quintal,1800,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,16.27,19.63,18.0
3720,2025-12-30,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1666,2110,1867,504,Quintal,1867,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,16.66,21.1,18.67
3721,2025-12-31,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1628,1969,1786,285,Quintal,1786,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,16.28,19.69,17.86
3722,2026-01-01,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1522,1999,1752,85,Quintal,1752,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,15.22,19.99,17.52
3723,2026-01-02,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1515,1901,1730,61,Quintal,1730,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,15.15,19.01,17.3
3724,2026-01-03,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1545,1813,1716,554,Quintal,1716,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,15.45,18.13,17.16
3725,2026-01-04,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1690,2079,1836,48,Quintal,1836,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,16.9,20.79,18.36
3726,2026-01-05,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1661,1915,1763,28,Quintal,1763,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,16.61,19.15,17.63
3727,2026-01-06,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1580,1912,1787,107,Quintal,1787,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,15.8,19.12,17.87
3728,2026-01-07,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1533,1875,1692,177,Quintal,1692,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,15.33,18.75,16.92
3729,2026-01-08,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1620,2005,1757,194,Quintal,1757,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,16.2,20.05,17.57
3730,2026-01-09,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1576,1821,1687,309,Quintal,1687,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,15.76,18.21,16.87
3731,2026-01-10,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1703,2003,1824,56,Quintal,1824,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,17.03,20.03,18.24
3732,2026-01-11,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1631,1939,1747,94,Quintal,1747,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,16.31,19.39,17.47
3733,2026-01-12,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1503,1927,1742,733,Quintal,1742,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,15.03,19.27,17.42
3734,2026-01-13,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1490,1926,1743,259,Quintal,1743,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,14.9,19.26,17.43
3735,2026-01-14,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1523,1765,1665,122,Quintal,1665,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,15.23,17.65,16.65
3736,2026-01-15,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1660,2009,1807,157,Quintal,1807,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,16.6,20.09,18.07
3737,2026-01-16,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1430,1875,1641,121,Quintal,1641,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,14.3,18.75,16.41
3738,2026-01-17,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1674,1892,1764,232,Quintal,1764,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,16.74,18.92,17.64
3739,2026-01-18,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1548,1917,1685,273,Quintal,1685,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,15.48,19.17,16.85
3740,2026-01-19,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1492,1833,1733,299,Quintal,1733,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,14.92,18.33,17.33
3741,2026-01-20,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1576,1878,1702,182,Quintal,1702,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,15.76,18.78,17.02
3742,2026-01-21,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1496,1860,1640,168,Quintal,1640,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,14.96,18.6,16.4
3743,2026-01-22,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1485,1886,1655,249,Quintal,1655,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,14.85,18.86,16.55
3744,2026-01-23,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1567,1865,1695,60,Quintal,1695,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,15.67,18.65,16.95
3745,2026-01-24,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1464,1948,1701,116,Quintal,1701,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,14.64,19.48,17.01
3746,2026-01-25,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1484,1874,1676,124,Quintal,1676,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,14.84,18.74,16.76
3747,2026-01-27,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1528,1812,1661,15,Quintal,1661,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,15.28,18.12,16.61
3748,2026-01-28,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1403,1720,1605,38,Quintal,1605,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,14.03,17.2,16.05
3749,2026-01-29,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1503,1797,1669,351,Quintal,1669,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,15.03,17.97,16.69
3750,2026-01-30,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1395,1730,1592,165,Quintal,1592,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.95,17.3,15.92
3751,2026-01-31,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1399,1676,1585,79,Quintal,1585,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.99,16.76,15.85
3752,2026-02-02,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1427,1648,1550,270,Quintal,1550,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,14.27,16.48,15.5
3753,2026-02-03,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1516,1775,1635,172,Quintal,1635,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,15.16,17.75,16.35
3754,2026-02-04,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1458,1700,1568,106,Quintal,1568,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,14.58,17.0,15.68
3755,2026-02-05,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1557,1804,1679,144,Quintal,1679,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,15.57,18.04,16.79
3756,2026-02-06,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1493,1731,1609,307,Quintal,1609,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,14.93,17.31,16.09
3757,2026-02-07,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1372,1695,1572,64,Quintal,1572,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.72,16.95,15.72
3758,2026-02-08,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1560,1789,1683,329,Quintal,1683,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,15.6,17.89,16.83
3759,2026-02-09,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1396,1671,1486,210,Quintal,1486,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.96,16.71,14.86
3760,2026-02-10,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1401,1805,1576,293,Quintal,1576,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,14.01,18.05,15.76
3761,2026-02-11,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1413,1767,1557,52,Quintal,1557,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,14.13,17.67,15.57
3762,2026-02-12,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1359,1736,1535,161,Quintal,1535,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.59,17.36,15.35
3763,2026-02-13,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1370,1677,1596,51,Quintal,1596,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.7,16.77,15.96
3764,2026-02-14,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1341,1671,1559,146,Quintal,1559,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.41,16.71,15.59
3765,2026-02-15,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1374,1608,1497,34,Quintal,1497,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.74,16.08,14.97
3766,2026-02-16,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1389,1783,1605,128,Quintal,1605,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.89,17.83,16.05
3767,2026-02-17,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1359,1561,1465,137,Quintal,1465,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.59,15.61,14.65
3768,2026-02-18,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1409,1690,1542,134,Quintal,1542,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,14.09,16.9,15.42
3769,2026-02-19,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1446,1817,1624,279,Quintal,1624,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,14.46,18.17,16.24
3770,2026-02-20,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1275,1585,1495,428,Quintal,1495,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,12.75,15.85,14.95
3771,2026-02-21,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1402,1722,1528,257,Quintal,1528,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,14.02,17.22,15.28
3772,2026-02-22,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1362,1580,1492,350,Quintal,1492,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.62,15.8,14.92
3773,2026-02-23,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1307,1605,1481,157,Quintal,1481,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.07,16.05,14.81
3774,2026-02-24,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1367,1771,1542,435,Quintal,1542,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.67,17.71,15.42
3775,2026-02-25,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1354,1770,1581,215,Quintal,1581,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.54,17.7,15.81
3776,2026-02-26,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1337,1652,1552,44,Quintal,1552,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.37,16.52,15.52
3777,2026-02-27,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1233,1535,1408,123,Quintal,1408,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,12.33,15.35,14.08
3778,2026-02-28,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1357,1601,1507,183,Quintal,1507,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.57,16.01,15.07
3779,2026-03-01,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1417,1766,1546,351,Quintal,1546,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,14.17,17.66,15.46
3780,2026-03-02,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1240,1518,1439,347,Quintal,1439,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,12.4,15.18,14.39
3781,2026-03-03,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1298,1578,1497,128,Quintal,1497,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,12.98,15.78,14.97
3782,2026-03-04,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1306,1636,1502,81,Quintal,1502,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.06,16.36,15.02
3783,2026-03-05,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1223,1620,1426,56,Quintal,1426,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,12.23,16.2,14.26
3784,2026-03-06,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1324,1619,1535,105,Quintal,1535,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.24,16.19,15.35
3785,2026-03-07,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1387,1685,1475,222,Quintal,1475,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.87,16.85,14.75
3786,2026-03-08,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1361,1594,1476,214,Quintal,1476,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.61,15.94,14.76
3787,2026-03-09,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1249,1617,1426,175,Quintal,1426,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,12.49,16.17,14.26
3788,2026-03-10,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1287,1617,1475,434,Quintal,1475,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,12.87,16.17,14.75
3789,2026-03-11,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1401,1696,1498,177,Quintal,1498,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,14.01,16.96,14.98
3790,2026-03-12,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1310,1592,1469,275,Quintal,1469,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.1,15.92,14.69
3791,2026-03-13,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1297,1489,1395,702,Quintal,1395,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,12.97,14.89,13.95
3792,2026-03-14,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1328,1592,1432,148,Quintal,1432,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.28,15.92,14.32
3793,2026-03-15,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1399,1655,1502,206,Quintal,1502,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.99,16.55,15.02
3794,2026-03-17,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1376,1701,1502,228,Quintal,1502,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.76,17.01,15.02
3795,2026-03-18,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1280,1578,1489,808,Quintal,1489,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,12.8,15.78,14.89
3796,2026-03-19,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1262,1618,1473,465,Quintal,1473,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,12.62,16.18,14.73
3797,2026-03-20,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1367,1636,1482,223,Quintal,1482,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.67,16.36,14.82
3798,2026-03-21,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1239,1485,1412,174,Quintal,1412,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,12.39,14.85,14.12
3799,2026-03-22,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1402,1690,1485,123,Quintal,1485,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,14.02,16.9,14.85
3800,2026-03-23,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1255,1631,1459,68,Quintal,1459,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,12.55,16.31,14.59
3801,2026-03-24,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1346,1720,1502,555,Quintal,1502,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.46,17.2,15.02
3802,2026-03-25,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1225,1496,1394,554,Quintal,1394,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,12.25,14.96,13.94
3803,2026-03-26,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1164,1542,1352,170,Quintal,1352,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,11.64,15.42,13.52
3804,2026-03-27,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1270,1560,1481,114,Quintal,1481,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,12.7,15.6,14.81
3805,2026-03-28,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1316,1695,1494,138,Quintal,1494,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.16,16.95,14.94
3806,2026-03-29,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1281,1550,1360,378,Quintal,1360,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,12.81,15.5,13.6
3807,2026-03-30,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1221,1508,1407,339,Quintal,1407,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,12.21,15.08,14.07
3808,2026-03-31,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1235,1494,1390,376,Quintal,1390,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,12.35,14.94,13.9
3809,2026-04-01,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1313,1565,1455,128,Quintal,1455,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.13,15.65,14.55
3810,2026-04-02,Andhra Pradesh,Krishna,Machilipatnam,Potato,Local,1221,1401,1333,230,Quintal,1333,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,12.21,14.01,13.33
